"","PID","logSalePrice","GrLivArea","LotArea","Neighborhood_Int","Neighborhood","Age","StreetAlley","RemodSinceBuilt","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearPark","IsNearRailroad","BsmtQual","RoofStyle","OverallQual","OverallCond","ExterQual","Exterior1st","Exterior2nd","BsmtExposure","Rate","BldgType","MSZoning","Foundation","TotalBsmtSF","Heating","KitchenQual","Fireplaces","GarageType","GarageQual","GarageCond","GarageFinish","GarageCars","KitchenAbvGr","PavedDrive","EnclosedPorch","SaleCondition","ScreenPorch","HouseStyle","BsmtFullBath","AllBathrooms","FullBath","FireplaceQu","Functional","TotRmsAbvGrd","BedroomAbvGr","HeatingQC","CentralAir","MSZoning_Int"
"644",916403290,5.27300127206374,1717,13758,22,"Timber",17,1,1,1,1,0,4,0,0,0,4,"Gable",7,5,4,"HdBoard","HdBoard",2,4.68435,"1Fam","RL","CBlock",1156,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1.5Fin",0,2.5,2,3,8,7,3,5,1,6
"645",528231030,5.27531135454181,1119,16219,14,"Gilbert",3,1,1,2,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",4,4.68435,"1Fam","RL","PConc",835,"GasA",4,0,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"SLvl",1,3,2,0,8,5,2,5,1,6
"646",903453080,5.30642502755069,2294,13200,2,"IDOTRR",44,1,0,0,1,0,2,0,0,0,3,"Gable",6,6,3,"HdBoard","HdBoard",1,4.68435,"1Fam","RM","CBlock",741,"GasA",3,1,"Attchd",3,3,"Unf",2,1,3,0,"Normal",0,"SLvl",0,3,3,4,8,9,5,2,1,5
"647",903456110,5.326949994166,1952,9780,2,"IDOTRR",57,2,55,0,1,0,1,0,0,0,3,"Gable",7,9,3,"VinylSd","VinylSd",1,4.68435,"1Fam","RM","CBlock",976,"GasA",4,2,"Detchd",3,3,"Fin",1,1,3,0,"Normal",216,"2Story",0,1.5,1,3,8,8,4,5,1,5
"648",907410050,5.32939787936104,1797,9245,18,"CollgCr",1,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",3,4.68435,"1Fam","RL","PConc",939,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,8,3,5,1,6
"649",904100100,5.34044411484012,2267,12888,8,"Sawyer",70,1,43,0,2,0,1,1,0,0,3,"Gable",7,8,3,"Wd Sdng","Wd Sdng",1,4.68435,"1Fam","RL","CBlock",1005,"GasA",3,2,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",1,2.5,1,4,8,7,3,3,1,6
"650",906200230,5.35888620440587,1822,23920,13,"SawyerW",23,1,0,0,1,0,1,1,0,0,3,"Gable",6,5,3,"Wd Sdng","Wd Sdng",1,4.68435,"1Fam","RL","CBlock",1105,"GasA",4,1,"Attchd",3,3,"Unf",2,1,2,1012,"Normal",0,"1.5Fin",0,2,2,1,6,7,4,5,1,6
"651",528439080,5.39619934709574,1506,8251,21,"Somerst",2,1,1,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",3,4.68435,"1Fam","RL","PConc",1494,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",1,3,2,4,8,7,3,5,1,6
"652",528482010,5.40312052117582,1685,11824,21,"Somerst",1,1,0,1,1,0,2,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",3,4.68435,"1Fam","FV","PConc",1685,"GasA",4,1,"Attchd",3,3,"Fin",3,1,3,0,"Normal",0,"1Story",0,2,2,4,8,5,2,5,1,4
"653",906402070,5.44247976906445,2062,14364,13,"SawyerW",19,1,1,1,0,1,1,0,0,0,4,"Gable",7,5,4,"Plywood","Plywood",4,4.68435,"1Fam","RL","CBlock",1157,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",154,"2Story",1,3.5,2,4,8,7,3,5,1,6
"654",916455150,5.45024910831936,1922,11305,22,"Timber",5,1,0,0,1,0,1,0,0,0,4,"Hip",8,5,4,"VinylSd","VinylSd",3,4.68435,"1Fam","RL","PConc",1922,"GasA",4,1,"Attchd",3,3,"Fin",3,1,3,0,"Normal",0,"1Story",1,3,2,5,8,6,2,5,1,6
"655",533130170,5.45484486000851,2872,10678,27,"NoRidge",15,1,8,0,1,0,1,0,0,0,4,"Hip",8,5,4,"HdBoard","HdBoard",1,4.68435,"1Fam","RL","PConc",1683,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1.5Fin",0,2.5,2,3,8,9,4,5,1,6
"656",908226180,4.89762709129044,774,4270,5,"Edwards",76,1,75,0,2,1,1,0,0,0,3,"Gable",3,6,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RH","BrkTil",544,"GasA",4,0,"NoGarage",0,0,"NoGarage",0,1,3,286,"Normal",0,"1Story",0,1,1,0,8,6,3,5,1,3
"657",902205020,4.92941892571429,1141,5925,4,"OldTown",107,1,50,0,1,0,1,0,0,0,2,"Gable",4,6,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RM","BrkTil",570,"GasA",3,0,"Detchd",2,2,"Unf",1,1,3,96,"Normal",0,"1.5Fin",0,1,1,0,8,6,3,4,0,5
"658",923226300,4.93196611472817,1092,1504,0,"MeadowV",35,1,0,0,1,0,1,0,0,0,3,"Gable",4,4,3,"CemntBd","CmentBd",1,4.74427272727273,"Twnhs","RM","CBlock",546,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"2Story",0,1.5,1,0,8,5,3,3,1,5
"659",905228020,4.95182303531591,998,9000,8,"Sawyer",62,1,5,0,1,0,1,0,0,0,0,"Gable",4,7,2,"Wd Sdng","Wd Sdng",0,4.74427272727273,"1Fam","RL","Slab",0,"GasA",3,0,"2Types",2,3,"Unf",2,1,3,140,"Normal",0,"1Story",0,1,1,0,6,5,3,3,0,6
"660",923228220,4.97266559226611,1092,1495,0,"MeadowV",37,1,0,0,1,0,1,0,0,0,3,"Gable",4,6,3,"CemntBd","CmentBd",1,4.74427272727273,"TwnhsE","RM","CBlock",546,"GasA",3,0,"NoGarage",0,0,"NoGarage",0,1,3,0,"Normal",0,"2Story",0,1.5,1,0,8,5,3,5,1,5
"661",908127040,4.97657921864011,960,10921,5,"Edwards",42,1,0,0,3,0,1,0,0,0,3,"Hip",4,5,3,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","CBlock",960,"GasA",3,0,"Attchd",3,3,"Fin",1,1,2,0,"Normal",0,"1Story",1,2,1,0,8,6,3,3,1,6
"662",903234160,5.00860017176192,986,6180,3,"BrkSide",81,1,24,0,1,0,2,0,0,0,3,"Gable",6,5,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RM","BrkTil",960,"GasA",3,1,"Detchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1,1,4,8,5,2,3,0,5
"663",902427140,5.01911629044707,968,8626,4,"OldTown",51,1,0,0,1,0,1,0,0,0,0,"Gable",4,6,3,"MetalSd","MetalSd",0,4.74427272727273,"1Fam","RM","CBlock",0,"GasA",3,0,"Attchd",2,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1,1,0,8,5,2,4,1,5
"664",902427180,5.04139268515823,1382,11800,4,"OldTown",58,1,53,0,1,0,1,0,0,0,0,"Gable",4,7,3,"Stucco","Wd Sdng",0,4.74427272727273,"1Fam","RM","Slab",0,"GasA",3,1,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"SLvl",0,2,2,3,5,6,1,5,1,5
"665",908275090,5.04921802267018,1346,11767,5,"Edwards",97,1,90,0,1,0,1,0,0,0,2,"Gable",4,7,3,"MetalSd","HdBoard",1,4.74427272727273,"1Fam","RL","CBlock",560,"GasA",3,0,"Detchd",2,3,"Unf",1,1,3,0,"Normal",0,"2Story",0,1.5,1,0,6,6,2,4,0,6
"666",527450150,5.05307844348342,1218,1890,1,"BrDale",34,1,0,0,1,0,1,0,0,0,3,"Gable",6,5,3,"HdBoard","HdBoard",1,4.74427272727273,"Twnhs","RM","CBlock",672,"GasA",3,0,"Detchd",3,3,"Unf",1,1,3,0,"Normal",0,"2Story",0,1.5,1,0,8,7,3,3,1,5
"667",902304040,5.07003786660776,2210,9900,4,"OldTown",127,1,70,0,1,0,1,0,0,0,3,"Gable",6,4,3,"Wd Sdng","Wd Sdng",2,4.74427272727273,"1Fam","RM","BrkTil",1008,"GasW",2,0,"Detchd",2,3,"Unf",1,1,1,0,"Normal",0,"2Story",0,2,2,0,8,8,5,3,1,5
"668",905475270,5.07188200730613,864,5400,6,"SWISU",49,1,0,0,3,0,1,0,0,0,3,"Gable",5,5,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RL","CBlock",864,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1.5,1,0,8,6,3,3,1,6
"669",910203290,5.0733517023869,1012,8263,2,"IDOTRR",87,1,30,0,2,1,1,0,0,0,3,"Gable",6,5,3,"BrkFace","BrkFace",1,4.74427272727273,"1Fam","RM","BrkTil",1012,"GasA",3,1,"Detchd",3,3,"Unf",1,1,3,112,"Normal",0,"1Story",0,1,1,4,8,6,2,3,1,5
"670",908127100,5.07371835034612,816,11841,5,"Edwards",17,0,0,0,1,0,1,0,0,0,4,"Gable",6,5,3,"HdBoard","HdBoard",3,4.74427272727273,"Duplex","RL","CBlock",816,"GasA",3,0,"NoGarage",0,0,"NoGarage",0,1,3,0,"Normal",0,"SFoyer",1,2,1,0,8,5,3,3,1,6
"671",535451040,5.07554696139253,988,7200,11,"NAmes",57,1,0,0,1,0,1,0,0,0,3,"Gable",5,7,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RL","CBlock",876,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1,1,0,8,6,3,3,1,6
"672",905104240,5.07881918309885,868,8425,8,"Sawyer",36,1,19,0,1,0,3,1,0,0,4,"Gable",5,6,3,"HdBoard","HdBoard",3,4.74427272727273,"2fmCon","RL","CBlock",768,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",1,2,1,0,8,6,2,4,1,6
"673",527425140,5.08098704691089,864,9000,11,"NAmes",36,1,0,0,1,0,0,0,0,0,3,"Gable",4,6,3,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","PConc",864,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",0,1,1,0,8,5,3,3,1,6
"674",905104090,5.09691001300806,894,7094,8,"Sawyer",41,1,0,1,1,0,1,0,0,0,3,"Gable",5,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","CBlock",894,"GasA",3,0,"Detchd",3,3,"RFn",1,1,3,0,"Normal",0,"1Story",0,1,1,0,8,5,3,3,1,6
"675",535101150,5.10037054511756,1560,8668,11,"NAmes",39,1,0,0,1,0,2,0,0,0,3,"Gable",5,5,3,"MetalSd","MetalSd",1,4.74427272727273,"Duplex","RL","CBlock",1560,"GasA",3,0,"Detchd",3,3,"Unf",3,2,3,0,"Normal",0,"1Story",0,2,2,0,8,8,4,3,1,6
"676",903475040,5.10890312766731,1382,12358,4,"OldTown",66,1,9,1,1,0,1,1,0,0,3,"Gable",5,6,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RM","CBlock",720,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1.5Fin",0,1.5,1,0,8,7,2,3,1,5
"677",532376040,5.11058971029925,1120,6970,8,"Sawyer",46,1,0,0,1,0,2,1,0,0,3,"Gable",4,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","CBlock",1040,"GasA",2,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",1,2.5,1,0,8,5,3,3,1,6
"678",905106150,5.11058971029925,894,8724,8,"Sawyer",39,1,0,0,1,0,1,0,0,0,4,"Gable",5,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","CBlock",894,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",0,1,1,1,8,5,3,4,1,6
"679",905104030,5.11058971029925,913,8400,8,"Sawyer",41,1,0,0,1,0,1,0,0,0,3,"Gable",6,5,3,"VinylSd","VinylSd",4,4.74427272727273,"1Fam","RL","CBlock",814,"GasA",3,0,"Detchd",3,3,"Unf",1,1,3,252,"Normal",0,"SFoyer",1,2,1,0,8,6,3,4,1,6
"680",902128160,5.11394335230684,1072,7200,4,"OldTown",67,1,10,0,1,0,1,0,0,0,3,"Gable",5,8,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RM","CBlock",808,"GasA",3,2,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",0,1,1,4,8,5,2,5,1,5
"681",902105110,5.12057393120585,1432,9600,4,"OldTown",97,2,92,0,1,0,1,0,0,0,2,"Gable",5,7,3,"Wd Sdng","Wd Shng",1,4.74427272727273,"1Fam","RM","BrkTil",264,"GasA",3,0,"Detchd",3,4,"Unf",2,1,3,112,"Abnorml",0,"2Story",0,2,2,0,8,7,2,5,1,5
"682",535305180,5.12872228433843,1008,8923,11,"NAmes",54,1,53,0,1,0,1,0,0,0,3,"Gable",5,7,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RL","CBlock",1008,"GasA",4,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",1,2,1,0,8,6,2,4,1,6
"683",535354050,5.13033376849501,893,9600,11,"NAmes",58,1,54,0,1,0,1,0,0,0,3,"Gable",5,7,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RL","CBlock",845,"GasA",4,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1.5Unf",0,1.5,1,0,8,4,2,3,1,6
"684",902206270,5.13672056715641,1798,9639,4,"OldTown",107,1,50,0,1,0,1,1,0,0,3,"Gable",4,8,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RM","PConc",1075,"GasA",3,0,"Detchd",3,3,"Unf",2,1,1,160,"Normal",0,"2Story",0,2.5,2,0,8,7,4,5,1,5
"685",903233050,5.13830269816628,1513,6120,3,"BrkSide",87,1,84,0,1,0,1,0,0,0,3,"Gable",5,8,3,"MetalSd","MetalSd",2,4.74427272727273,"1Fam","RM","BrkTil",939,"GasA",3,0,"Detchd",2,2,"Unf",1,1,1,150,"Normal",0,"2Story",0,1.5,1,0,8,8,4,5,1,5
"686",923276180,5.14301480025409,816,11625,12,"Mitchel",24,1,0,1,1,0,1,0,0,0,4,"Gable",5,7,3,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","CBlock",816,"GasA",3,0,"Attchd",3,3,"Fin",1,1,3,0,"Normal",0,"1Story",1,2,1,0,8,4,2,3,1,6
"687",908186050,5.14612803567824,1072,3675,5,"Edwards",2,1,0,0,1,0,1,0,0,0,4,"Gable",6,5,3,"VinylSd","VinylSd",4,4.74427272727273,"TwnhsE","RM","PConc",547,"GasA",4,0,"Basment",3,3,"Fin",2,1,3,0,"Normal",0,"SFoyer",1,2,1,0,8,5,2,5,1,5
"688",910200110,5.14921911265538,1215,7000,2,"IDOTRR",67,1,10,0,1,0,2,0,0,0,3,"Gable",6,7,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RM","BrkTil",720,"GasA",4,0,"Detchd",3,3,"Fin",2,1,3,30,"Normal",0,"1.5Fin",0,1,1,0,8,6,3,4,1,5
"689",903205085,5.15836249209525,1167,8731,3,"BrkSide",87,1,30,1,1,0,1,0,0,0,3,"Gable",5,5,3,"Stucco","Stucco",1,4.74427272727273,"1Fam","RL","BrkTil",915,"GasA",3,1,"Detchd",3,3,"Unf",2,1,3,216,"Normal",126,"1Story",0,1,1,4,4,6,3,3,1,6
"690",923229010,5.16672605558005,1062,11333,12,"Mitchel",31,1,0,1,1,0,2,0,0,0,4,"Gable",6,5,3,"HdBoard","HdBoard",3,4.74427272727273,"1Fam","RL","PConc",1029,"GasA",3,2,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"SLvl",1,2,1,3,8,5,3,3,1,6
"691",908152070,5.17026171539496,1113,7917,5,"Edwards",31,1,0,1,1,0,2,0,0,0,3,"Hip",6,7,3,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","CBlock",1143,"GasA",3,1,"Attchd",3,4,"RFn",1,1,3,0,"Normal",0,"1Story",1,2.5,1,2,8,6,3,3,1,6
"692",531375140,5.17318626841227,1094,12450,13,"SawyerW",4,1,1,0,1,0,1,0,0,1,4,"Gable",5,5,4,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",1094,"GasA",4,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",1,2,1,0,8,6,3,5,1,6
"693",535176070,5.17609125905568,1244,11988,11,"NAmes",50,1,0,1,1,0,2,1,0,0,3,"Gable",6,6,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","CBlock",1244,"GasA",3,2,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1.5,1,4,8,6,3,5,1,6
"694",535453180,5.18184358794477,1242,7903,11,"NAmes",47,1,0,0,1,0,1,0,0,0,3,"Hip",5,5,3,"BrkFace","BrkFace",1,4.74427272727273,"1Fam","RL","CBlock",1242,"GasA",3,0,"Attchd",3,3,"RFn",1,1,3,0,"Family",0,"1Story",1,2.5,1,0,8,6,3,4,1,6
"695",905451390,5.18752072083646,1626,10512,5,"Edwards",53,1,0,0,1,0,1,0,0,0,3,"Gable",6,6,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RL","CBlock",988,"GasA",4,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1.5Fin",0,1.5,1,0,8,6,3,5,1,6
"696",905225020,5.19865708695442,2654,16779,8,"Sawyer",87,1,76,0,1,0,1,1,0,0,4,"Gable",5,4,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RL","CBlock",671,"GasA",3,1,"Attchd",3,3,"Unf",2,1,3,0,"Normal",0,"2Story",0,3,3,4,5,11,4,2,1,6
"697",535105110,5.20002926655377,1254,9600,11,"NAmes",46,1,0,1,1,0,1,0,0,0,3,"Hip",6,5,3,"WdShing","Wd Shng",3,4.74427272727273,"1Fam","RL","CBlock",1218,"GasA",3,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",168,"SLvl",1,2,1,4,8,6,3,3,1,6
"698",527165020,5.20411998265593,1472,10784,14,"Gilbert",16,1,1,1,1,0,0,0,0,0,4,"Gable",7,5,4,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","PConc",384,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"SLvl",0,2.5,2,3,8,7,3,4,1,6
"699",534401200,5.20682587603185,1042,9200,11,"NAmes",42,1,0,0,1,0,1,0,0,0,3,"Gable",6,5,3,"HdBoard","HdBoard",4,4.74427272727273,"1Fam","RL","CBlock",1042,"GasA",3,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"SLvl",0,2,2,0,8,5,3,3,1,6
"700",903457040,5.20682587603185,2180,10320,2,"IDOTRR",92,2,35,0,1,0,1,0,0,0,3,"Gable",6,5,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RM","CBlock",1138,"GasA",3,1,"Detchd",3,3,"Unf",2,1,1,170,"Normal",0,"1.5Fin",0,1.5,1,4,8,7,3,4,1,5
"701",905102010,5.21748394421391,1020,14149,8,"Sawyer",43,1,37,1,1,0,1,0,0,0,3,"Hip",5,8,4,"HdBoard","HdBoard",4,4.74427272727273,"1Fam","RL","CBlock",980,"GasA",3,1,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"SLvl",0,2.5,2,1,8,5,3,3,1,6
"702",527107040,5.22530928172586,1572,10364,14,"Gilbert",12,1,1,1,1,0,1,0,0,0,4,"Gable",6,5,3,"MetalSd","MetalSd",1,4.74427272727273,"1Fam","RL","PConc",806,"GasA",3,1,"BuiltIn",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,3,8,7,3,4,1,6
"703",528218100,5.22573561162498,1458,13204,14,"Gilbert",1,1,1,1,1,0,1,0,0,1,4,"Gable",7,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",608,"GasA",4,0,"BuiltIn",3,3,"Fin",2,1,3,0,"Partial",0,"2Story",0,2,2,0,8,6,3,5,1,6
"704",907420060,5.22705071882733,1491,8333,18,"CollgCr",1,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",738,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,4,8,7,3,4,1,6
"705",908152290,5.23426412437879,1408,7023,5,"Edwards",2,1,1,0,1,0,1,0,0,0,4,"Gable",5,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",734,"GasA",3,0,"BuiltIn",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",1,3.5,2,0,8,6,3,4,1,6
"706",907131060,5.24303804868629,1308,10021,18,"CollgCr",10,1,9,1,1,0,1,0,0,0,4,"Gable",6,6,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",635,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",1,3.5,2,0,8,6,3,5,1,6
"707",906201022,5.25503116334555,1442,10357,13,"SawyerW",17,1,1,1,1,0,2,1,0,0,4,"Hip",7,5,4,"HdBoard","HdBoard",2,4.74427272727273,"1Fam","RL","PConc",910,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",1,3,2,3,8,6,3,4,1,6
"708",533254130,5.25887662937213,1262,9600,23,"Veenker",31,1,0,0,1,0,0,1,0,0,4,"Gable",6,8,3,"MetalSd","MetalSd",4,4.74427272727273,"1Fam","RL","CBlock",1262,"GasA",3,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",0,2.5,2,3,8,6,3,5,1,6
"709",528240020,5.26363606858811,1720,8244,14,"Gilbert",3,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",840,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,4,8,7,3,5,1,6
"710",902300020,5.26693691115917,1772,10337,4,"OldTown",97,3,89,1,1,0,1,0,0,0,3,"Hip",8,9,4,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RM","BrkTil",725,"GasA",4,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,7,3,5,0,5
"711",534128090,5.26717172840301,1610,11358,15,"NWAmes",35,1,15,1,1,0,2,0,0,0,3,"Hip",7,7,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RL","CBlock",1124,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",256,"1Story",0,2,2,3,8,8,3,3,1,6
"712",528294010,5.26717172840301,1644,9649,14,"Gilbert",8,1,1,1,1,0,1,0,0,0,4,"Gable",6,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",941,"GasA",3,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,3,8,7,3,5,1,6
"713",917425190,5.27114431794908,1572,35133,22,"Timber",44,0,0,0,1,1,1,0,0,0,3,"Hip",5,4,3,"MetalSd","MetalSd",4,4.74427272727273,"1Fam","RL","CBlock",1572,"GasA",3,2,"2Types",3,3,"RFn",3,1,3,0,"Normal",263,"1Story",1,2.5,1,3,8,5,3,4,1,6
"714",916455110,5.27300127206374,1146,9590,22,"Timber",4,1,0,1,1,0,2,0,0,0,5,"Gable",7,5,4,"VinylSd","VinylSd",3,4.74427272727273,"1Fam","RL","PConc",868,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"SLvl",1,3,2,4,8,6,3,5,1,6
"715",531384070,5.28273537262102,1820,11613,13,"SawyerW",14,1,4,2,1,0,2,0,0,0,4,"Gable",6,5,4,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",864,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,7,3,5,1,6
"716",906380160,5.28780172993023,1240,8556,18,"CollgCr",1,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",3,4.74427272727273,"1Fam","RL","PConc",1240,"GasA",4,0,"Attchd",3,3,"RFn",3,1,3,0,"Normal",0,"1Story",0,2,2,0,8,5,2,5,1,6
"717",923229140,5.29225607135648,1676,33983,12,"Mitchel",30,1,17,1,1,0,1,0,0,0,3,"Gable",5,6,3,"Plywood","Plywood",2,4.74427272727273,"1Fam","RL","PConc",1160,"GasA",4,2,"Attchd",3,3,"RFn",2,1,2,0,"Normal",0,"1Story",1,2.5,1,3,5,6,3,3,1,6
"718",903236130,5.30102999566398,2264,7755,4,"OldTown",89,1,77,0,1,0,1,0,0,0,3,"Gable",6,8,3,"Wd Sdng","Wd Sdng",1,4.74427272727273,"1Fam","RM","CBlock",1100,"GasA",3,0,"Detchd",3,3,"Unf",1,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,8,4,5,1,5
"719",528174030,5.30102999566398,1302,3903,26,"NridgHt",2,1,1,0,1,0,1,0,0,0,4,"Gable",6,5,4,"VinylSd","VinylSd",3,4.74427272727273,"Twnhs","RL","PConc",1302,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",1,2.5,1,4,8,5,1,5,1,6
"720",909428180,5.30319605742049,1560,25485,19,"Crawfor",47,1,0,1,1,0,4,0,0,0,3,"Gable",6,4,3,"Wd Sdng","MetalSd",2,4.74427272727273,"1Fam","RL","CBlock",1560,"GasA",3,3,"Attchd",3,3,"RFn",2,1,3,584,"Normal",0,"1Story",0,1.5,1,3,8,6,3,3,1,6
"721",907180040,5.31122391043246,1786,9337,18,"CollgCr",10,1,0,1,1,0,1,0,0,0,4,"Gable",6,5,3,"VinylSd","VinylSd",1,4.74427272727273,"1Fam","RL","PConc",824,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",1,3.5,2,0,8,7,3,5,1,6
"722",906403060,5.31597034545692,1873,8883,13,"SawyerW",19,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","PConc",929,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",144,"2Story",1,3.5,2,3,8,7,3,5,1,6
"723",528181070,5.32118402730231,1554,4590,26,"NridgHt",1,1,0,0,1,0,1,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",2,4.74427272727273,"Twnhs","RL","PConc",1554,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",0,2,2,4,8,6,2,5,1,6
"724",914476330,5.32221929473392,1478,9928,12,"Mitchel",16,1,1,1,1,0,4,0,0,0,4,"Gable",7,5,3,"HdBoard","HdBoard",1,4.74427272727273,"1Fam","RL","PConc",1454,"GasA",3,1,"Attchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",1,3,2,3,8,6,3,3,1,6
