"","PID","DateSold","SalePrice","logSalePrice","Rate","LotArea","GrLivArea","Neighborhood","Neighborhood_Int","MSZoning_Int","CentralAir","Age","RemodSinceBuilt","StreetAlley","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearRailroad","IsNearPark","MSSubClass","MSZoning","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition"
"288",532376080,2006-07-01,126000,5.10037054511756,5.08245,9308,984,"Sawyer","8","6","1",41,0,"1","1","1","0","4","0","1","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",554,"Unf",0,430,984,"GasA","TA","SBrkr",984,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1965,"Unf",1,310,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"289",902207080,2006-07-01,126175,5.10097331340572,5.08245,5820,1163,"OldTown","4","5","1",51,50,"1","0","1","0","1","0","0","0",20,"RM","1Fam","1Story",3,8,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",256,"Unf",0,906,1162,"GasA","Ex","SBrkr",1163,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"290",923225240,2006-07-01,127000,5.10380372095596,5.08245,2665,1475,"MeadowV","0","5","1",29,0,"1","0","1","0","1","0","0","0",160,"RM","TwnhsE","2Story",5,6,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",548,"Rec",173,36,757,"GasA","Ex","SBrkr",925,550,0,0,0,2,0,4,1,"TA",6,"Typ",1,"TA","Attchd",1977,"RFn",1,336,"TA","TA","Y",104,26,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"291",532351060,2006-07-01,129500,5.11226976841727,5.08245,9100,988,"Sawyer","8","6","1",44,0,"1","0","1","0","1","0","1","0",20,"RL","1Fam","1Story",5,4,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",51,"TA","TA","CBlock","TA","TA","No","LwQ",36,"Unf",0,952,988,"GasA","Ex","SBrkr",988,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",1977,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"292",534430050,2006-07-01,129800,5.11327469246435,5.08245,8550,816,"NAmes","11","6","1",72,16,"1","0","1","0","1","0","0","0",30,"RL","1Fam","1Story",6,8,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",574,"Unf",0,242,816,"GasA","Ex","SBrkr",816,0,0,1,0,1,0,2,1,"TA",4,"Typ",1,"Fa","Attchd",1949,"Unf",1,240,"TA","TA","Y",228,0,40,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"293",535404080,2006-07-01,129900,5.11360915107303,5.08245,7100,816,"NAmes","11","6","1",49,0,"1","1","1","0","2","0","0","0",20,"RL","1Fam","1Story",5,7,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",708,"Unf",0,108,816,"GasA","TA","FuseA",816,0,0,1,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1957,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"294",534276010,2006-07-01,129900,5.11360915107303,5.08245,9100,864,"NAmes","11","6","1",48,0,"1","0","1","0","2","1","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",521,"LwQ",174,169,864,"GasA","TA","SBrkr",864,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1964,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"295",909256010,2006-07-01,131000,5.11727129565576,5.08245,10164,1465,"SWISU","6","6","1",67,11,"1","0","2","0","1","0","0","0",50,"RL","1Fam","1.5Fin",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Av","LwQ",646,"Unf",0,346,992,"GasA","Fa","SBrkr",992,473,0,0,0,2,0,3,1,"TA",6,"Typ",2,"TA","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,126,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"296",905103180,2006-07-01,132000,5.12057393120585,5.08245,10366,934,"Sawyer","8","6","1",42,0,"1","1","1","0","2","0","0","0",80,"RL","1Fam","SLvl",6,7,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Av","GLQ",456,"Unf",0,456,912,"GasA","TA","SBrkr",934,0,0,0,1,1,0,2,1,"TA",4,"Typ",0,"NoFireplace","Attchd",1964,"Unf",1,336,"TA","TA","Y",77,0,0,0,0,0,"NoPool","GdPrv","Shed",500,"WD ","Normal"
"297",923400125,2006-07-01,132000,5.12057393120585,5.08245,10441,970,"Mitchel","12","6","1",14,0,"1","0","1","0","1","0","0","0",85,"RL","1Fam","SFoyer",5,5,"Gable","CompShg","HdBoard","Wd Shng","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",337,"Unf",0,575,912,"GasA","TA","SBrkr",970,0,0,0,1,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","NoGarage",1992,"NoGarage",0,0,"NoGarage","NoGarage","Y",80,32,0,0,0,0,"NoPool","MnPrv","Shed",700,"WD ","Normal"
"298",907200170,2006-07-01,132500,5.12221587827283,5.08245,10780,954,"CollgCr","18","6","1",30,0,"1","1","1","0","1","0","0","0",80,"RL","1Fam","SLvl",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",483,"Unf",0,428,911,"GasA","Gd","SBrkr",954,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Detchd",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"299",535325340,2006-07-01,133500,5.12548126570059,5.08245,11050,1005,"NAmes","11","6","1",50,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",488,"Unf",0,517,1005,"GasA","Ex","SBrkr",1005,0,0,0,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1956,"Unf",1,319,"TA","TA","Y",0,0,0,0,288,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"300",535453160,2006-07-01,133700,5.12613140726198,5.08245,7560,1040,"NAmes","11","6","1",47,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",369,"Unf",0,671,1040,"GasA","TA","FuseA",1040,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1959,"RFn",1,286,"TA","TA","Y",140,0,252,0,0,0,"NoPool","GdWo","NoMisc",0,"WD ","Normal"
"301",909176180,2006-07-01,137000,5.13672056715641,5.08245,10890,1551,"SWISU","6","6","1",68,12,"1","0","1","0","1","0","0","0",50,"RL","1Fam","1.5Fin",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","LwQ",930,"Unf",0,128,1058,"GasA","TA","SBrkr",1058,493,0,1,0,2,0,3,1,"Fa",6,"Typ",0,"NoFireplace","Detchd",1938,"Unf",1,240,"Fa","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"302",534430110,2006-07-01,137000,5.13672056715641,5.08245,11425,1008,"NAmes","11","6","1",52,0,"1","1","1","0","2","0","0","0",20,"RL","1Fam","1Story",5,6,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA","Gd","SBrkr",1008,0,0,0,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd",1954,"RFn",1,275,"TA","TA","Y",0,0,120,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"303",534479240,2006-07-01,137000,5.13672056715641,5.08245,9462,1728,"NAmes","11","6","1",57,24,"1","0","1","0","1","0","0","0",60,"RL","1Fam","2Story",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,704,704,"GasA","Gd","FuseA",1024,704,0,0,0,1,1,3,1,"TA",7,"Min1",1,"Gd","Attchd",1949,"Unf",1,234,"TA","TA","Y",245,60,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"304",909279040,2006-07-01,137500,5.13830269816628,5.08245,11600,1180,"Crawfor","19","6","1",84,28,"1","0","1","0","1","0","0","0",30,"RL","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,700,700,"GasA","Ex","SBrkr",1180,0,0,0,0,1,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd",1922,"Unf",1,252,"TA","Fa","Y",0,0,67,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"305",909250120,2006-07-01,138887,5.14266159712361,5.08245,13132,1784,"Crawfor","19","6","1",92,36,"1","0","1","0","1","0","0","0",70,"RL","1Fam","2Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,747,747,"GasA","Gd","FuseF",892,892,0,0,0,1,1,4,1,"TA",9,"Typ",0,"NoFireplace","Detchd",1914,"Unf",1,180,"Fa","Fa","N",203,40,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"306",533223110,2006-07-01,139000,5.14301480025409,5.08245,4447,1080,"Somerst","21","4","1",3,0,"1","1","1","0","0","0","0","0",160,"FV","TwnhsE","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,530,530,"GasA","Ex","SBrkr",530,550,0,0,0,2,1,2,1,"Gd",4,"Typ",0,"NoFireplace","Attchd",2003,"RFn",2,496,"TA","TA","Y",0,50,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"307",534176250,2006-07-01,140000,5.14612803567824,5.08245,9600,1164,"NWAmes","15","6","1",37,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",7,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1164,1164,"GasA","TA","SBrkr",1164,0,0,0,0,1,1,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1969,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"COD","Normal"
"308",534201230,2006-07-01,142000,5.15228834438306,5.08245,9600,1051,"NAmes","11","6","1",38,0,"1","0","1","0","2","1","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",758,"Unf",0,293,1051,"GasA","Gd","SBrkr",1051,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1968,"RFn",2,504,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"309",902328100,2006-07-01,144000,5.15836249209525,5.08245,8850,1690,"OldTown","4","5","1",90,34,"1","1","2","0","2","0","0","0",75,"RM","1Fam","2.5Unf",7,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,815,815,"GasA","Ex","SBrkr",815,875,0,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1916,"Unf",1,225,"TA","TA","Y",0,0,330,0,0,0,"NoPool","NoFence","NoMisc",0,"ConLw","Normal"
"310",527455100,2006-07-01,144000,5.15836249209525,5.08245,2179,1456,"NPkVill","9","6","1",30,0,"1","0","1","0","1","0","0","0",160,"RL","Twnhs","2Story",6,5,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",70,"Unf",0,785,855,"GasA","Gd","SBrkr",855,601,0,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"RFn",2,460,"TA","TA","Y",0,28,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"311",535457070,2006-07-01,146000,5.16435285578444,5.08245,7000,1150,"NAmes","11","6","1",45,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,4,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",781,"Unf",0,369,1150,"GasA","TA","SBrkr",1150,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1961,"RFn",1,288,"TA","TA","Y",0,0,0,0,162,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"312",527452070,2006-07-01,146300,5.16524432612531,5.08245,4043,1069,"NPkVill","9","6","1",31,0,"1","0","1","0","1","0","0","0",120,"RL","TwnhsE","1Story",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",727,"BLQ",156,186,1069,"GasA","Gd","SBrkr",1069,0,0,0,1,2,0,2,1,"TA",4,"Typ",1,"Po","Attchd",1975,"RFn",2,440,"TA","TA","Y",0,55,0,0,225,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"313",534125210,2006-07-01,146500,5.16583762469013,5.08245,13110,1193,"NWAmes","15","6","1",34,0,"1","1","1","0","2","1","1","0",190,"RL","2fmCon","1Story",5,6,"Gable","CompShg","Plywood","Plywood","BrkFace",144,"TA","TA","CBlock","Gd","TA","No","GLQ",962,"Unf",0,191,1153,"GasA","Ex","SBrkr",1193,0,0,1,0,2,0,2,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1972,"Fin",2,501,"TA","TA","Y",140,153,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"314",533212110,2006-07-01,147400,5.16849748352303,5.08245,2544,1223,"Somerst","21","4","1",1,0,"3","0","1","0","1","0","0","0",160,"FV","Twnhs","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","SBrkr",520,623,80,0,0,2,1,2,1,"Gd",4,"Typ",0,"NoFireplace","Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"315",907125020,2006-07-01,148000,5.17026171539496,5.08245,8846,914,"CollgCr","18","6","1",10,0,"1","1","1","0","4","0","0","0",85,"RL","1Fam","SFoyer",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",298,"Unf",0,572,870,"GasA","Ex","SBrkr",914,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"NoFireplace","Detchd",1998,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"316",905452150,2006-07-01,149900,5.17580163284828,5.08245,9525,1609,"Edwards","5","6","1",53,0,"1","0","1","0","1","0","0","0",50,"RL","1Fam","1.5Fin",6,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",468,"Unf",0,532,1000,"GasA","TA","SBrkr",1068,541,0,0,0,1,1,5,1,"TA",7,"Typ",0,"NoFireplace","Attchd",1953,"Unf",1,305,"Fa","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"317",907203040,2006-07-01,149900,5.17580163284828,5.08245,9800,894,"CollgCr","18","6","1",34,0,"1","0","1","0","2","0","0","0",20,"RL","1Fam","1Story",5,7,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",894,"Unf",0,0,894,"GasA","TA","SBrkr",894,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1975,"Unf",2,552,"TA","TA","Y",256,0,0,0,0,0,"NoPool","GdWo","NoMisc",0,"WD ","Abnorml"
"318",533212120,2006-07-01,149900,5.17580163284828,5.08245,2544,1223,"Somerst","21","4","1",1,0,"3","0","1","0","1","0","0","0",160,"FV","Twnhs","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","SBrkr",520,623,80,0,0,2,1,2,1,"Gd",4,"Typ",0,"NoFireplace","Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"319",904100090,2006-07-01,150000,5.17609125905568,5.08245,11136,1921,"Sawyer","8","6","1",42,0,"1","0","1","0","2","1","0","0",90,"RL","Duplex","1Story",6,5,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1921,1921,"GasA","TA","SBrkr",1921,0,0,0,0,2,0,4,2,"TA",8,"Typ",0,"NoFireplace","Detchd",1964,"Unf",2,576,"TA","TA","Y",0,180,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"320",531452210,2006-07-01,150000,5.17609125905568,5.08245,9019,1320,"SawyerW","13","6","1",12,0,"1","1","1","0","1","0","1","0",60,"RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",274,"Unf",0,362,636,"GasA","Ex","SBrkr",636,684,0,0,0,2,1,3,1,"Gd",6,"Typ",0,"NoFireplace","Attchd",1994,"Fin",2,472,"TA","TA","Y",0,40,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"321",923229110,2006-07-01,150900,5.17868923977559,5.08245,12640,1728,"Mitchel","12","6","1",30,0,"1","1","1","0","1","0","0","0",90,"RL","Duplex","1Story",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","Rec",936,"LwQ",396,396,1728,"GasA","TA","SBrkr",1728,0,0,0,0,2,0,4,2,"TA",8,"Typ",0,"NoFireplace","Attchd",1976,"Unf",2,574,"TA","TA","Y",40,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"322",532353180,2006-07-01,151000,5.17897694729317,5.08245,8471,1212,"Sawyer","8","6","1",29,18,"1","1","1","0","2","0","0","0",80,"RL","1Fam","SLvl",6,7,"Gable","CompShg","HdBoard","Plywood","BrkFace",46,"TA","TA","CBlock","Gd","Gd","Av","ALQ",506,"Unf",0,0,506,"GasA","TA","SBrkr",1212,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Unf",2,492,"TA","TA","Y",292,12,0,0,0,0,"NoPool","GdWo","NoMisc",0,"WD ","Normal"
"323",527376090,2006-07-01,153500,5.18610837981321,5.08245,10140,1074,"NWAmes","15","6","1",31,0,"1","0","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",0,268,1056,"GasA","Ex","SBrkr",1074,0,0,1,0,1,1,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1975,"RFn",2,495,"TA","TA","Y",0,88,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"324",902325100,2006-07-01,155000,5.19033169817029,5.08245,6300,2104,"OldTown","4","5","1",96,95,"1","0","1","0","2","0","0","0",75,"RM","1Fam","2.5Unf",7,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","SBrkr",1226,878,0,0,0,2,0,5,1,"TA",9,"Typ",0,"NoFireplace","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"325",535477060,2006-07-01,155000,5.19033169817029,5.08245,7590,1348,"NAmes","11","6","1",40,0,"1","0","1","0","1","0","0","1",60,"RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"GasA","TA","SBrkr",660,688,0,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,453,"TA","TA","Y",188,108,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"326",907135230,2006-07-01,156000,5.19312459835446,5.08245,13568,990,"CollgCr","18","6","1",11,0,"1","2","1","0","4","0","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",716,"Unf",0,274,990,"GasA","Ex","SBrkr",990,0,0,0,1,1,0,3,1,"TA",5,"Typ",0,"NoFireplace","Attchd",1996,"Unf",2,576,"TA","TA","Y",224,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"327",534403440,2006-07-01,157500,5.19728055812562,5.08245,9350,1440,"NAmes","11","6","1",42,0,"1","0","1","0","1","0","0","0",60,"RL","1Fam","2Story",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",360,"Unf",0,360,720,"GasA","Gd","SBrkr",720,720,0,0,0,1,1,4,1,"TA",7,"Typ",1,"Po","Attchd",1964,"Fin",2,480,"TA","TA","Y",0,32,240,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"328",534202180,2006-07-01,158000,5.19865708695442,5.08245,9600,1141,"NAmes","11","6","1",39,0,"1","0","1","0","1","0","0","0",80,"RL","1Fam","SLvl",5,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",140,"TA","TA","PConc","TA","TA","Av","ALQ",602,"Rec",402,137,1141,"GasA","Gd","SBrkr",1141,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"NoFireplace","Attchd",1967,"Unf",1,568,"TA","TA","Y",0,78,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"329",905106210,2006-07-01,158000,5.19865708695442,5.08245,11553,1159,"Sawyer","8","6","1",38,0,"1","1","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,5,"Hip","CompShg","Plywood","Plywood","BrkFace",188,"TA","TA","CBlock","TA","TA","No","BLQ",673,"Unf",0,378,1051,"GasA","TA","SBrkr",1159,0,0,0,0,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd",1968,"Unf",1,336,"TA","TA","Y",466,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"330",535403150,2006-07-01,159500,5.2027606873932,5.08245,8910,1194,"NAmes","11","6","1",47,0,"1","0","1","0","2","0","0","0",20,"RL","1Fam","1Story",6,6,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",655,"Unf",0,0,655,"GasA","Ex","SBrkr",1194,0,0,0,1,1,0,3,1,"TA",6,"Typ",1,"Fa","BuiltIn",1954,"Fin",2,539,"TA","TA","Y",0,0,192,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"331",909131125,2006-07-01,160000,5.20411998265593,5.08245,7082,1928,"SWISU","6","3","1",90,79,"1","0","1","0","1","0","0","0",190,"RH","2fmCon","2Story",5,8,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,686,686,"GasA","Gd","SBrkr",948,980,0,0,0,2,0,5,2,"TA",10,"Typ",0,"NoFireplace","NoGarage",1916,"NoGarage",0,0,"NoGarage","NoGarage","N",0,0,228,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
"332",905107300,2006-07-01,160500,5.20547503674089,5.08245,7176,1040,"Sawyer","8","6","1",28,0,"1","1","1","0","4","0","0","0",80,"RL","1Fam","SLvl",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","Gd","Gd","GLQ",794,"Unf",0,166,960,"GasA","Fa","SBrkr",1040,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1979,"Unf",2,616,"TA","TA","Y",131,0,0,0,180,0,"NoPool","GdPrv","NoMisc",0,"WD ","Normal"
"333",907420090,2006-07-01,164990,5.21745762253858,5.08245,8767,1310,"CollgCr","18","6","1",1,0,"1","1","1","0","1","0","0","0",20,"RL","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1286,1310,"GasA","Ex","SBrkr",1310,0,0,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","NoMisc",0,"New","Partial"
"334",905107220,2006-07-01,165000,5.21748394421391,5.08245,9535,1458,"Sawyer","8","6","1",39,0,"1","1","1","0","1","0","0","0",20,"RL","1Fam","1Story",5,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",450,"TA","TA","CBlock","TA","TA","No","BLQ",194,"LwQ",982,0,1176,"GasA","TA","SBrkr",1458,0,0,1,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1967,"Unf",2,512,"TA","TA","Y",284,0,0,0,0,0,"NoPool","MnPrv","NoMisc",0,"WD ","Normal"
"335",533253160,2006-07-01,170000,5.23044892137827,5.08245,3876,1226,"Greens","16","6","1",28,0,"1","1","1","0","1","0","0","0",120,"RL","Twnhs","1Story",8,5,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",652,"Rec",526,48,1226,"GasA","TA","SBrkr",1226,0,0,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",1978,"Fin",2,484,"TA","TA","Y",133,60,0,0,0,0,"NoPool","NoFence","NoMisc",0,"WD ","Normal"
