"","PID","DateSold","SalePrice","logSalePrice","Rate","LotArea","GrLivArea","Neighborhood","Neighborhood_Int","MSZoning_Int","CentralAir","Age","RemodSinceBuilt","StreetAlley","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearRailroad","IsNearPark","MSSubClass","MSZoning","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","IsPUD","NumFloors","Collapse_MSSubClass","Combine_BathroomsBsmt","Combine_BathroomsAbvGrd","AllBathrooms","Combine_Age","IsRenovated"
"263",907290020,2006-06-01,274300,5.43822580760453,5.10327272727273,9750,2097,"CollgCr","18","6","1",8,0,"1","0","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",7,6,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,3,6,975,1,0,133,1108,"GasA",5,"SBrkr",1108,989,0,1,0,2,1,3,1,4,8,8,1,3,"Detchd",1998,"RFn",2,583,3,3,3,253,170,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,8,FALSE
"264",528172020,2006-06-01,275000,5.43933269383026,5.10327272727273,10927,1904,"NridgHt","26","6","1",1,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,4,3,"PConc",4,3,3,6,546,1,0,512,1058,"GasA",5,"SBrkr",1058,846,0,1,0,2,1,3,1,5,8,8,1,4,"BuiltIn",2003,"Fin",2,736,3,3,3,179,60,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,1,FALSE
"265",905202190,2006-06-01,278000,5.44404479591808,5.10327272727273,20355,1830,"ClearCr","20","6","1",39,0,"1","0","0","1","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,6,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",123,3,3,"CBlock",4,3,3,3,810,5,826,229,1865,"GasA",3,"SBrkr",1830,0,0,1,0,1,0,2,1,3,6,8,2,4,"Attchd",1967,"Unf",2,521,3,3,3,0,115,168,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,39,FALSE
"266",528344060,2006-06-01,280000,5.44715803134222,5.10327272727273,12011,1924,"NoRidge","27","6","1",8,0,"1","1","1","0","4","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,4,3,"PConc",4,3,3,6,956,1,0,130,1086,"GasA",5,"SBrkr",1086,838,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",1998,"RFn",2,592,3,3,3,208,75,0,0,374,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,8,FALSE
"267",528315080,2006-06-01,300000,5.47712125471966,5.10327272727273,9545,2234,"NoRidge","27","6","1",6,0,"1","0","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",322,4,3,"PConc",4,3,2,6,505,1,0,655,1160,"GasA",5,"SBrkr",1205,1029,0,1,0,2,1,3,1,4,7,8,1,3,"BuiltIn",2000,"RFn",3,768,3,3,3,0,50,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,6,FALSE
"268",528186110,2006-06-01,310090,5.49148776102983,5.10327272727273,6373,1666,"NridgHt","26","6","1",0,0,"1","0","1","0","1","0","0","0","Dwelling_120","RL","TwnhsE","1Story",9,5,"Hip","CompShg","MetalSd","MetalSd","BrkFace",572,5,3,"PConc",5,4,1,6,415,1,0,1251,1666,"GasA",5,"SBrkr",1666,0,0,1,0,2,0,2,1,4,6,8,1,4,"Attchd",2006,"RFn",2,575,3,3,3,228,75,0,0,0,0,0,"NoFence","NoMisc",0,"New","Partial",TRUE,1,"Traditional",1,2,3,0,FALSE
"269",528363070,2006-06-01,321000,5.50650503240487,5.10327272727273,10236,2494,"NoRidge","27","6","1",12,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",501,4,3,"PConc",4,3,4,6,380,4,168,742,1290,"GasA",5,"SBrkr",1305,1189,0,1,0,2,1,4,1,4,9,8,1,3,"Attchd",1994,"Fin",3,803,3,3,3,200,95,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,11,TRUE
"270",528315030,2006-06-01,348000,5.54157924394658,5.10327272727273,9452,2392,"NoRidge","27","6","1",9,1,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",423,4,3,"PConc",4,3,1,6,1074,1,0,322,1396,"GasA",5,"SBrkr",1407,985,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",1997,"Fin",3,870,3,3,3,0,70,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,8,TRUE
"271",528358030,2006-06-01,350000,5.54406804435028,5.10327272727273,10019,2726,"NoRidge","27","6","1",11,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",397,4,3,"PConc",4,3,1,5,527,1,0,815,1342,"GasA",5,"SBrkr",1358,1368,0,0,0,2,1,4,1,4,9,8,1,5,"Attchd",1995,"RFn",3,725,3,3,3,307,169,168,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,11,FALSE
"272",528114010,2006-06-01,415000,5.61804809671209,5.10327272727273,14780,1868,"NridgHt","26","6","1",1,0,"1","1","3","1","2","0","0","0","Dwelling_20","RL","1Fam","1Story",9,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",568,5,3,"PConc",5,3,4,6,1505,1,0,363,1868,"GasA",5,"SBrkr",1868,0,0,1,0,2,0,2,1,5,7,8,1,4,"Attchd",2005,"Fin",3,1085,3,3,3,354,56,0,0,156,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,1,FALSE
"273",902400110,2006-06-01,475000,5.67669360962487,5.10327272727273,22950,3608,"OldTown","4","5","1",114,101,"1","2","1","0","1","1","0","0","Dwelling_75","RM","1Fam","2.5Fin",10,9,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,4,4,"BrkTil",3,3,2,1,0,1,0,1107,1107,"GasA",5,"SBrkr",1518,1518,572,0,0,2,1,4,1,5,12,8,2,3,"Detchd",1993,"Unf",3,840,5,3,3,0,260,0,0,410,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2.5,"Traditional",0,2.5,2.5,13,TRUE
"274",903232170,2006-07-01,80500,4.90579588036787,5.08245,6240,912,"BrkSide","3","5","0",59,3,"1","0","1","0","1","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",4,5,"Gable","CompShg","AsbShng","AsbShng","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",4,"SBrkr",672,240,0,0,0,1,0,2,1,3,3,8,0,0,"NoGarage",1947,"NoGarage",0,0,0,0,1,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,1,1,56,TRUE
"275",527451450,2006-07-01,89000,4.94939000664491,5.08245,1680,948,"BrDale","1","5","1",34,0,"1","0","1","0","1","0","0","0","Dwelling_160","RM","Twnhs","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,3,3,"CBlock",3,3,1,5,276,1,0,207,483,"GasA",3,"SBrkr",483,465,0,0,0,1,1,2,1,3,5,8,0,0,"Detchd",1972,"Unf",1,264,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,1.5,1.5,34,FALSE
"276",535454060,2006-07-01,93500,4.97081161087252,5.08245,8544,1040,"NAmes","11","6","0",56,0,"1","0","1","0","1","0","0","0","Dwelling_90","RL","Duplex","1Story",3,4,"Gable","CompShg","Stucco","Stone","None",0,3,3,"CBlock",0,0,0,0,0,0,0,0,0,"GasA",4,"FuseF",1040,0,0,0,0,2,0,2,2,3,6,8,0,0,"Detchd",1949,"Unf",2,400,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Duplex",0,2,2,56,FALSE
"277",902108060,2006-07-01,105000,5.02118929906994,5.08245,3960,1004,"OldTown","4","5","0",76,20,"2","0","1","0","1","0","0","0","Dwelling_70","RM","1Fam","2Story",7,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,502,502,"GasA",3,"SBrkr",502,502,0,0,0,1,0,2,1,4,5,8,1,1,"Detchd",1930,"Unf",1,200,2,3,1,280,0,68,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1,1,56,TRUE
"278",903400030,2006-07-01,109000,5.03742649794062,5.08245,11672,816,"BrkSide","3","6","1",81,25,"3","2","1","0","1","0","0","0","Dwelling_30","RL","1Fam","1Story",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,816,816,"GasA",3,"FuseA",816,0,0,0,0,1,0,2,1,3,4,8,0,0,"Detchd",1925,"Unf",1,210,2,2,1,168,0,112,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,56,TRUE
"279",535451210,2006-07-01,109900,5.04099769242349,5.08245,7200,1040,"NAmes","11","6","1",56,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",4,5,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,"FuseA",1040,0,0,0,0,1,0,2,1,3,4,8,0,0,"Detchd",1950,"Unf",2,420,3,3,3,0,29,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,56,FALSE
"280",903234030,2006-07-01,110500,5.04336227802113,5.08245,6000,1103,"OldTown","4","5","1",81,55,"1","0","1","0","1","1","0","0","Dwelling_30","RM","1Fam","1Story",6,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"BrkTil",3,3,1,4,397,1,0,706,1103,"GasA",4,"SBrkr",1103,0,0,0,0,1,0,2,1,4,5,8,1,4,"Detchd",1976,"Unf",2,440,3,3,3,166,120,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,26,TRUE
"281",902111010,2006-07-01,111500,5.04727486738418,5.08245,5633,844,"OldTown","4","5","1",81,25,"3","0","1","0","1","0","0","0","Dwelling_30","RM","1Fam","1Story",5,7,"Gable","CompShg","MetalSd","Stucco","None",0,3,3,"BrkTil",3,2,1,1,0,1,0,844,844,"GasA",3,"SBrkr",844,0,0,0,0,1,0,2,1,3,5,8,0,0,"Detchd",1925,"Unf",1,216,3,3,1,50,81,123,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,56,TRUE
"282",902103090,2006-07-01,111500,5.04727486738418,5.08245,5520,1657,"OldTown","4","5","0",86,60,"1","0","1","0","2","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",4,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,2,1,2,284,1,0,863,1147,"GasA",3,"SBrkr",1147,510,0,0,0,1,0,4,1,2,9,8,1,3,"Detchd",1920,"Unf",1,162,2,2,1,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,1,1,26,TRUE
"283",909101050,2006-07-01,116000,5.06445798922692,5.08245,8248,1250,"Edwards","5","6","1",88,32,"2","0","1","0","1","0","0","0","Dwelling_50","RL","1Fam","1.5Fin",5,7,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,686,686,"GasW",4,"SBrkr",686,564,0,0,1,1,1,3,1,2,7,8,0,0,"Detchd",1955,"Unf",1,280,3,3,2,207,0,96,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0.5,1.5,2,56,TRUE
"284",527450460,2006-07-01,116000,5.06445798922692,5.08245,1890,1030,"BrDale","1","5","1",34,0,"1","0","1","0","1","0","0","0","Dwelling_160","RM","Twnhs","2Story",6,7,"Gable","CompShg","HdBoard","HdBoard","BrkFace",380,3,3,"CBlock",3,3,1,5,282,1,0,212,494,"GasA",5,"SBrkr",494,536,0,0,0,1,1,3,1,3,6,8,0,0,"Detchd",1973,"Unf",1,264,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,1.5,1.5,34,FALSE
"285",903452090,2006-07-01,116500,5.06632592536204,5.08245,7518,1330,"IDOTRR","2","5","1",96,94,"1","0","1","0","3","0","0","0","Dwelling_70","RM","1Fam","2Story",5,8,"Gable","CompShg","AsbShng","Plywood","None",0,2,4,"BrkTil",2,2,1,1,0,1,0,396,396,"GasA",4,"SBrkr",665,665,0,0,0,1,0,3,1,3,7,8,0,0,"Detchd",2001,"Unf",1,390,3,3,1,0,72,45,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1,1,2,TRUE
"286",902406030,2006-07-01,125000,5.09691001300806,5.08245,9750,960,"OldTown","4","5","1",48,0,"2","0","1","0","1","0","0","0","Dwelling_20","RM","1Fam","1Story",5,5,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,1,0,1,0,960,960,"GasA",5,"SBrkr",960,0,0,0,0,1,0,3,1,3,5,8,0,0,"Detchd",2002,"Unf",2,624,3,3,3,0,0,0,0,0,0,0,"NoFence","Gar2",4500,"WD ","Normal",FALSE,1,"Traditional",0,1,1,48,FALSE
"287",903455090,2006-07-01,125500,5.09864372581706,5.08245,7200,1360,"IDOTRR","2","5","1",68,57,"1","0","1","0","2","0","0","0","Dwelling_50","RM","1Fam","1.5Fin",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,1,0,1,0,803,803,"GasA",5,"SBrkr",803,557,0,0,0,1,1,2,1,4,6,8,0,0,"Detchd",1951,"Unf",1,297,3,3,3,0,65,190,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,1.5,1.5,11,TRUE
"288",532376080,2006-07-01,126000,5.10037054511756,5.08245,9308,984,"Sawyer","8","6","1",41,0,"1","1","1","0","4","0","1","0","Dwelling_20","RL","1Fam","1Story",5,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,3,554,1,0,430,984,"GasA",3,"SBrkr",984,0,0,0,0,1,0,3,1,3,5,8,0,0,"Attchd",1965,"Unf",1,310,3,3,3,0,0,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,41,FALSE
"289",902207080,2006-07-01,126175,5.10097331340572,5.08245,5820,1163,"OldTown","4","5","1",51,50,"1","0","1","0","1","0","0","0","Dwelling_20","RM","1Fam","1Story",3,8,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",3,3,1,5,256,1,0,906,1162,"GasA",5,"SBrkr",1163,0,0,1,0,1,0,3,1,3,6,8,0,0,"Attchd",1955,"Unf",1,220,2,3,3,142,98,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,1,TRUE
"290",923225240,2006-07-01,127000,5.10380372095596,5.08245,2665,1475,"MeadowV","0","5","1",29,0,"1","0","1","0","1","0","0","0","Dwelling_160","RM","TwnhsE","2Story",5,6,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"PConc",3,3,1,5,548,3,173,36,757,"GasA",5,"SBrkr",925,550,0,0,0,2,0,4,1,3,6,8,1,3,"Attchd",1977,"RFn",1,336,3,3,3,104,26,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,2,2,29,FALSE
"291",532351060,2006-07-01,129500,5.11226976841727,5.08245,9100,988,"Sawyer","8","6","1",44,0,"1","0","1","0","1","0","1","0","Dwelling_20","RL","1Fam","1Story",5,4,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",51,3,3,"CBlock",3,3,1,2,36,1,0,952,988,"GasA",5,"SBrkr",988,0,0,1,0,1,0,3,1,3,6,8,0,0,"Detchd",1977,"Unf",2,624,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,44,FALSE
"292",534430050,2006-07-01,129800,5.11327469246435,5.08245,8550,816,"NAmes","11","6","1",72,16,"1","0","1","0","1","0","0","0","Dwelling_30","RL","1Fam","1Story",6,8,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,4,574,1,0,242,816,"GasA",5,"SBrkr",816,0,0,1,0,1,0,2,1,3,4,8,1,2,"Attchd",1949,"Unf",1,240,3,3,3,228,0,40,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,56,TRUE
"293",535404080,2006-07-01,129900,5.11360915107303,5.08245,7100,816,"NAmes","11","6","1",49,0,"1","1","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",5,7,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"CBlock",3,3,1,6,708,1,0,108,816,"GasA",3,"FuseA",816,0,0,1,0,1,0,2,1,3,5,8,0,0,"Detchd",1957,"Unf",1,308,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,49,FALSE
"294",534276010,2006-07-01,129900,5.11360915107303,5.08245,9100,864,"NAmes","11","6","1",48,0,"1","0","1","0","2","1","0","0","Dwelling_20","RL","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,4,521,2,174,169,864,"GasA",3,"SBrkr",864,0,0,1,0,1,0,3,1,3,5,8,0,0,"Detchd",1964,"Unf",2,624,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,48,FALSE
"295",909256010,2006-07-01,131000,5.11727129565576,5.08245,10164,1465,"SWISU","6","6","1",67,11,"1","0","2","0","1","0","0","0","Dwelling_50","RL","1Fam","1.5Fin",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,2,3,2,646,1,0,346,992,"GasA",2,"SBrkr",992,473,0,0,0,2,0,3,1,3,6,8,2,3,"Detchd",1939,"Unf",1,240,3,3,3,0,126,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",0,2,2,56,TRUE
"296",905103180,2006-07-01,132000,5.12057393120585,5.08245,10366,934,"Sawyer","8","6","1",42,0,"1","1","1","0","2","0","0","0","Dwelling_80","RL","1Fam","SLvl",6,7,"Gable","CompShg","HdBoard","Plywood","None",0,3,4,"CBlock",3,3,3,6,456,1,0,456,912,"GasA",3,"SBrkr",934,0,0,0,1,1,0,2,1,3,4,8,0,0,"Attchd",1964,"Unf",1,336,3,3,3,77,0,0,0,0,0,0,"GdPrv","Shed",500,"WD ","Normal",FALSE,2,"Split",0.5,1,1.5,42,FALSE
"297",923400125,2006-07-01,132000,5.12057393120585,5.08245,10441,970,"Mitchel","12","6","1",14,0,"1","0","1","0","1","0","0","0","Dwelling_85","RL","1Fam","SFoyer",5,5,"Gable","CompShg","HdBoard","Wd Shng","None",0,3,3,"PConc",4,3,3,6,337,1,0,575,912,"GasA",3,"SBrkr",970,0,0,0,1,1,0,3,1,3,6,8,0,0,"NoGarage",1992,"NoGarage",0,0,0,0,3,80,32,0,0,0,0,0,"MnPrv","Shed",700,"WD ","Normal",FALSE,1.5,"Split",0.5,1,1.5,14,FALSE
"298",907200170,2006-07-01,132500,5.12221587827283,5.08245,10780,954,"CollgCr","18","6","1",30,0,"1","1","1","0","1","0","0","0","Dwelling_80","RL","1Fam","SLvl",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,3,5,483,1,0,428,911,"GasA",4,"SBrkr",954,0,0,0,0,1,0,3,1,3,6,8,0,0,"Detchd",1976,"Unf",2,576,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Split",0,1,1,30,FALSE
"299",535325340,2006-07-01,133500,5.12548126570059,5.08245,11050,1005,"NAmes","11","6","1",50,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,2,488,1,0,517,1005,"GasA",5,"SBrkr",1005,0,0,0,0,1,0,2,1,3,6,8,1,3,"Attchd",1956,"Unf",1,319,3,3,3,0,0,0,0,288,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,50,FALSE
"300",535453160,2006-07-01,133700,5.12613140726198,5.08245,7560,1040,"NAmes","11","6","1",47,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",5,5,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"CBlock",3,3,1,2,369,1,0,671,1040,"GasA",3,"FuseA",1040,0,0,0,0,1,0,3,1,3,6,8,0,0,"Attchd",1959,"RFn",1,286,3,3,3,140,0,252,0,0,0,0,"GdWo","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,47,FALSE
"301",909176180,2006-07-01,137000,5.13672056715641,5.08245,10890,1551,"SWISU","6","6","1",68,12,"1","0","1","0","1","0","0","0","Dwelling_50","RL","1Fam","1.5Fin",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",2,3,1,2,930,1,0,128,1058,"GasA",3,"SBrkr",1058,493,0,1,0,2,0,3,1,2,6,8,0,0,"Detchd",1938,"Unf",1,240,2,3,3,0,0,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1.5,"Traditional",1,2,3,56,TRUE
"302",534430110,2006-07-01,137000,5.13672056715641,5.08245,11425,1008,"NAmes","11","6","1",52,0,"1","1","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",5,6,"Gable","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,1,4,486,1,0,522,1008,"GasA",4,"SBrkr",1008,0,0,0,0,1,0,2,1,3,4,8,1,4,"Attchd",1954,"RFn",1,275,3,3,3,0,0,120,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,52,FALSE
"303",534479240,2006-07-01,137000,5.13672056715641,5.08245,9462,1728,"NAmes","11","6","1",57,24,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,1,0,1,0,704,704,"GasA",4,"FuseA",1024,704,0,0,0,1,1,3,1,3,7,7,1,4,"Attchd",1949,"Unf",1,234,3,3,3,245,60,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1.5,1.5,33,TRUE
"304",909279040,2006-07-01,137500,5.13830269816628,5.08245,11600,1180,"Crawfor","19","6","1",84,28,"1","0","1","0","1","0","0","0","Dwelling_30","RL","1Fam","1Story",4,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",2,3,1,1,0,1,0,700,700,"GasA",5,"SBrkr",1180,0,0,0,0,1,0,2,1,2,5,8,1,4,"Detchd",1922,"Unf",1,252,3,2,3,0,0,67,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,1,1,56,TRUE
"305",909250120,2006-07-01,138887,5.14266159712361,5.08245,13132,1784,"Crawfor","19","6","1",92,36,"1","0","1","0","1","0","0","0","Dwelling_70","RL","1Fam","2Story",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,3,2,1,0,1,0,747,747,"GasA",4,"FuseF",892,892,0,0,0,1,1,4,1,3,9,8,0,0,"Detchd",1914,"Unf",1,180,2,2,1,203,40,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1.5,1.5,56,TRUE
"306",533223110,2006-07-01,139000,5.14301480025409,5.08245,4447,1080,"Somerst","21","4","1",3,0,"1","1","1","0","0","0","0","0","Dwelling_160","FV","TwnhsE","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,530,530,"GasA",5,"SBrkr",530,550,0,0,0,2,1,2,1,4,4,8,0,0,"Attchd",2003,"RFn",2,496,3,3,3,0,50,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,2.5,2.5,3,FALSE
"307",534176250,2006-07-01,140000,5.14612803567824,5.08245,9600,1164,"NWAmes","15","6","1",37,0,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,3,3,"CBlock",3,3,1,1,0,1,0,1164,1164,"GasA",3,"SBrkr",1164,0,0,0,0,1,1,3,1,3,6,8,0,0,"Attchd",1969,"Unf",2,528,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"COD","Normal",FALSE,1,"Traditional",0,1.5,1.5,37,FALSE
"308",534201230,2006-07-01,142000,5.15228834438306,5.08245,9600,1051,"NAmes","11","6","1",38,0,"1","0","1","0","2","1","0","0","Dwelling_20","RL","1Fam","1Story",5,5,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,5,758,1,0,293,1051,"GasA",4,"SBrkr",1051,0,0,1,0,1,0,3,1,3,6,8,0,0,"Attchd",1968,"RFn",2,504,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,38,FALSE
"309",902328100,2006-07-01,144000,5.15836249209525,5.08245,8850,1690,"OldTown","4","5","1",90,34,"1","1","2","0","2","0","0","0","Dwelling_75","RM","1Fam","2.5Unf",7,6,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,815,815,"GasA",5,"SBrkr",815,875,0,0,0,1,0,3,1,3,7,8,1,4,"Detchd",1916,"Unf",1,225,3,3,3,0,0,330,0,0,0,0,"NoFence","NoMisc",0,"ConLw","Normal",FALSE,2.5,"Traditional",0,1,1,56,TRUE
