,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,DateSold,IsPUD,IsNearNegativeCondition,IsNearPositiveCondition,NumFloors,Collapse_MSSubClass,Combine_BathroomsBsmt,Combine_BathroomsAbvGrd,AllBathrooms,Combine_Age,IsRenovated,LogSalePrice,latitude,longitude,district
157,535476110,941,145000,Dwelling_90,RL,75.0,8604,2,0,3,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,3,6,941.0,1,0.0,0.0,941.0,GasA,4,Y,SBrkr,941,0,0,1.0,0.0,1,0,2,1,4,4,8,0,0,Attchd,1978.0,Unf,2.0,564.0,3,3,3,0,40,0,0,0,0,0,NoFence,NoMisc,0,November,Yr_2009,WD ,Normal,2009-11-01,False,False,False,2.0,Duplex,1.0,1.0,2.0,31,False,11.884489021402711,42.03797473457034,-93.6039140588975,Meeker
158,533250050,1288,245500,Dwelling_120,RL,38.0,14963,2,0,2,Lvl,4,Inside,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,6,786.0,1,0.0,474.0,1260.0,GasA,5,Y,SBrkr,1288,0,0,1.0,0.0,1,1,1,1,5,4,8,2,4,Attchd,1996.0,Fin,2.0,500.0,3,3,3,120,30,0,0,224,0,0,NoFence,NoMisc,0,December,Yr_2008,WD ,Normal,2008-12-01,True,False,False,1.0,Traditional,1.0,1.5,2.5,12,False,12.411052226216713,42.04474817188798,-93.64791854964815,Fellows
159,535325340,1005,133500,Dwelling_20,RL,65.0,11050,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,488.0,1,0.0,517.0,1005.0,GasA,5,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,1956.0,Unf,1.0,319.0,3,3,3,0,0,0,0,288,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,50,False,11.80185675682244,42.038378,-93.61274980392156,Meeker
160,909475050,1696,198000,Dwelling_20,RL,74.0,20693,2,0,3,Bnk,4,Corner,3,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,652.0,3,3,CBlock,4,3,1,3,434.0,1,0.0,1262.0,1696.0,GasA,5,Y,SBrkr,1696,0,0,0.0,0.0,2,0,3,1,3,7,8,2,3,Attchd,1971.0,Fin,2.0,625.0,3,3,3,0,146,0,0,0,0,0,GdWo,NoMisc,0,February,Yr_2007,WD ,Normal,2007-02-01,False,False,False,1.0,Traditional,0.0,2.0,2.0,36,False,12.196022309676673,42.01119537789834,-93.64359939425104,Edwards
161,907196020,1541,205000,Dwelling_20,RL,118.0,13704,2,0,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1541.0,1541.0,GasA,5,Y,SBrkr,1541,0,0,0.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,2001.0,RFn,3.0,843.0,3,3,3,468,81,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2006,WD ,Normal,2006-01-01,False,False,False,1.0,Traditional,0.0,2.0,2.0,4,True,12.230765258120545,42.016904971498526,-93.68856952271436,Edwards
162,533130160,2225,285000,Dwelling_60,RL,88.0,11134,2,0,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,4,3,PConc,4,3,1,6,1129.0,1,0.0,261.0,1390.0,GasA,5,Y,SBrkr,1402,823,0,1.0,0.0,2,1,4,1,4,7,8,1,3,Attchd,1992.0,RFn,3.0,713.0,3,3,3,198,30,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2010,WD ,Normal,2010-06-01,False,False,False,2.0,Traditional,1.0,2.5,3.5,17,True,12.560244459250788,42.04577395463849,-93.65232379747752,Fellows
163,535102010,1280,175000,Dwelling_85,RL,74.0,10050,2,0,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,3,6,602.0,1,0.0,191.0,793.0,GasA,5,Y,SBrkr,1280,0,0,0.0,1.0,2,0,3,1,3,6,8,1,3,Basment,1966.0,Fin,2.0,432.0,3,3,3,140,40,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2007,WD ,Normal,2007-06-01,False,False,False,1.5,Split,0.5,2.0,2.5,41,False,12.072541252905651,42.04888004672891,-93.61700179201884,Meeker
164,531475220,1882,160000,Dwelling_90,RL,75.0,8250,2,0,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,964,918,0,0.0,0.0,2,0,4,2,3,8,8,2,3,Attchd,1981.0,Unf,2.0,612.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2009,WD ,Normal,2009-05-01,False,False,False,2.0,Duplex,0.0,2.0,2.0,28,False,11.982929094215963,42.035663809096576,-93.683921687578,Sawyer
165,527325070,2872,272000,Dwelling_60,RL,74.0,12227,2,0,3,Lvl,4,Corner,3,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,424.0,3,4,CBlock,4,4,1,5,896.0,1,0.0,434.0,1330.0,GasA,3,Y,SBrkr,1542,1330,0,1.0,0.0,2,1,4,1,3,11,8,1,3,Attchd,1977.0,Fin,2.0,619.0,3,3,3,550,282,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2008,WD ,Normal,2008-07-01,False,False,True,2.0,Traditional,1.0,2.5,3.5,13,True,12.513557345278135,42.0545474,-93.63530666666668,Fellows
166,911175440,1396,115000,Dwelling_190,C (all),50.0,9000,2,0,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,2,1,0.0,1,0.0,660.0,660.0,GasA,3,N,SBrkr,1060,336,0,0.0,0.0,2,0,4,2,3,8,6,0,0,NoGarage,1951.0,NoGarage,0.0,0.0,0,0,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,October,Yr_2006,WD ,Abnorml,2006-10-01,False,False,False,2.0,Duplex,0.0,2.0,2.0,55,False,11.652687407345386,42.019100407352354,-93.61476988525514,Mitchell
167,903226160,1132,134000,Dwelling_50,RM,50.0,6000,2,0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,4,452.0,2,12.0,144.0,608.0,GasA,3,Y,SBrkr,608,524,0,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1939.0,Unf,1.0,240.0,3,3,3,0,0,128,0,0,0,0,MnPrv,NoMisc,0,April,Yr_2010,WD ,Abnorml,2010-04-01,False,False,False,1.5,Traditional,1.0,1.0,2.0,60,True,11.805595078933049,42.03363191836735,-93.6245344897959,Meeker
168,902134100,899,78000,Dwelling_30,RM,60.0,6756,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,1,0.0,1,0.0,481.0,481.0,GasA,3,N,FuseA,899,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1930.0,Unf,1.0,200.0,2,3,2,0,0,96,0,0,0,0,NoFence,NoMisc,0,September,Yr_2008,WD ,Normal,2008-09-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,58,True,11.26446410567173,42.03025391265237,-93.61426001934532,Meeker
169,902111010,844,111500,Dwelling_30,RM,50.0,5633,2,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,844.0,844.0,GasA,3,Y,SBrkr,844,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1925.0,Unf,1.0,216.0,3,3,1,50,81,123,0,0,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,56,True,11.62177986988231,42.03119248315056,-93.61581118310563,Meeker
170,535381040,2377,142900,Dwelling_50,RL,60.0,10410,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1313.0,1313.0,GasA,3,Y,SBrkr,1313,0,1064,0.0,0.0,2,0,3,1,4,8,6,1,3,Detchd,1954.0,Unf,2.0,528.0,3,3,3,0,0,432,0,0,0,0,NoFence,NoMisc,0,June,Yr_2009,WD ,Normal,2009-06-01,False,False,False,1.5,Traditional,0.0,2.0,2.0,59,True,11.869900363917958,42.03476542857143,-93.61408520408165,Meeker
171,910202060,1154,125500,Dwelling_50,RM,40.0,5436,2,0,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,4,735.0,1,0.0,61.0,796.0,GasA,4,Y,SBrkr,796,358,0,1.0,0.0,1,0,3,1,4,7,8,0,0,Detchd,1922.0,Unf,1.0,240.0,3,3,1,0,96,0,0,0,0,0,MnPrv,NoMisc,0,May,Yr_2010,WD ,Normal,2010-05-01,False,False,False,1.5,Traditional,1.0,1.0,2.0,3,True,11.740061037553977,42.0226691058526,-93.62532593181548,Mitchell
172,535477180,864,125500,Dwelling_20,RL,60.0,6600,2,0,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,110.0,4,442.0,312.0,864.0,GasA,4,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1962.0,Unf,1.0,294.0,3,3,3,58,0,0,0,0,0,0,NoFence,NoMisc,0,December,Yr_2007,WD ,Normal,2007-12-01,False,False,True,1.0,Traditional,0.0,1.0,1.0,45,False,11.740061037553977,42.03487444444444,-93.60366755555556,Meeker
173,528429120,2097,423000,Dwelling_20,RL,49.0,20896,2,0,2,Lvl,4,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,2,6,1721.0,1,0.0,356.0,2077.0,GasA,5,Y,SBrkr,2097,0,0,1.0,0.0,1,1,1,1,5,8,8,1,5,Attchd,2005.0,Fin,3.0,1134.0,3,3,3,192,267,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2006,New,Partial,2006-01-01,False,True,False,1.0,Traditional,1.0,1.5,2.5,0,True,12.955127458028414,,,
174,908127050,1176,119900,Dwelling_20,RL,73.0,16133,2,0,4,HLS,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,4,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,2,5,847.0,1,0.0,329.0,1176.0,GasA,3,Y,SBrkr,1176,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1969.0,Unf,1.0,360.0,3,3,3,0,92,0,0,112,0,0,NoFence,NoMisc,0,December,Yr_2006,WD ,Abnorml,2006-12-01,False,False,False,1.0,Traditional,1.0,1.0,2.0,37,False,11.694413341015604,42.0210151632653,-93.67148908163266,Edwards
175,528439010,1460,247000,Dwelling_20,RL,87.0,10037,2,0,4,Lvl,4,Corner,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,666.0,1,0.0,794.0,1460.0,GasA,5,Y,SBrkr,1460,0,0,0.0,0.0,2,0,3,1,4,6,8,1,4,Attchd,2006.0,Fin,2.0,480.0,3,3,3,0,20,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2008,WD ,Normal,2008-08-01,False,False,False,1.0,Traditional,0.0,2.0,2.0,1,True,12.417143615610113,42.05320373339322,-93.6431443976646,Fellows
176,906223110,1626,226500,Dwelling_20,RL,80.0,9938,2,0,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,4,3,PConc,4,3,1,6,1271.0,1,0.0,331.0,1602.0,GasA,5,Y,SBrkr,1626,0,0,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1994.0,RFn,2.0,534.0,3,3,3,424,40,0,0,0,0,0,NoFence,NoMisc,0,April,Yr_2008,WD ,Normal,2008-04-01,False,False,False,1.0,Traditional,1.0,2.5,3.5,14,False,12.330500223905226,42.03165394178435,-93.68201150262026,Sawyer
177,528358010,1720,260400,Dwelling_20,RL,59.0,10593,2,0,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,6,919.0,1,0.0,801.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,1996.0,Fin,2.0,527.0,3,3,3,240,56,154,0,0,0,0,NoFence,NoMisc,0,March,Yr_2010,WD ,Normal,2010-03-01,False,False,False,1.0,Traditional,1.0,2.0,3.0,14,False,12.46997418931655,42.05142939902178,-93.65514834748906,Fellows
178,532378160,1236,135000,Dwelling_20,RL,65.0,6993,2,0,4,Lvl,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,4,465.0,1,0.0,447.0,912.0,GasA,3,Y,SBrkr,1236,0,0,0.0,0.0,1,0,3,1,3,6,8,1,3,Attchd,1961.0,Unf,1.0,288.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,2006-06-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,12,True,11.813030057420566,42.03458848484848,-93.66994189898988,Sawyer
179,531450040,1603,175900,Dwelling_60,RL,65.0,7153,2,0,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,1,5,387.0,1,0.0,374.0,761.0,GasA,5,Y,SBrkr,810,793,0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1992.0,RFn,2.0,484.0,3,3,3,0,124,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,False,False,False,2.0,Traditional,0.0,2.5,2.5,14,False,12.077670930725649,42.037328774081566,-93.6878976855827,Sawyer
180,527326040,1411,82500,Dwelling_20,RL,85.0,11900,2,0,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,3,4,CBlock,3,3,1,5,822.0,1,0.0,564.0,1386.0,GasA,3,Y,SBrkr,1411,0,0,0.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1977.0,Fin,2.0,544.0,3,3,3,192,0,0,0,0,0,0,NoFence,NoMisc,0,April,Yr_2009,WD ,Family,2009-04-01,False,False,False,1.0,Traditional,0.0,2.0,2.0,32,False,11.320553572322773,42.05512945519149,-93.63508069267212,Fellows
181,903204095,935,79500,Dwelling_40,RM,50.0,9100,2,0,4,Lvl,4,Inside,3,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,3,Y,FuseA,779,0,156,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1988.0,Unf,1.0,308.0,3,3,2,0,0,0,0,0,0,0,NoFence,Shed,600,August,Yr_2008,WD ,Normal,2008-08-01,False,True,False,1.0,Traditional,0.0,1.0,1.0,48,True,11.283512300642423,42.03348381632653,-93.6257706734694,Meeker
182,527182170,2090,207500,Dwelling_160,RL,74.0,5062,2,0,3,Lvl,4,CulDSac,3,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,2,6,828.0,2,182.0,180.0,1190.0,GasA,4,Y,SBrkr,1190,900,0,1.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,1984.0,Fin,2.0,577.0,3,3,3,219,0,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2007,WD ,Normal,2007-09-01,True,False,False,2.0,Traditional,1.0,2.0,3.0,23,False,12.242886618652891,,,
183,905105040,897,115000,Dwelling_20,RL,86.0,8665,2,0,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,CBlock,3,3,2,3,168.0,4,288.0,420.0,876.0,GasA,3,Y,SBrkr,897,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,RFn,1.0,264.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2007,WD ,Normal,2007-01-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,39,False,11.652687407345386,42.03108467910268,-93.67588045842474,Sawyer
184,528477020,1656,249700,Dwelling_20,FV,84.0,11096,2,0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1632.0,1656.0,GasA,5,Y,SBrkr,1656,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2006.0,RFn,3.0,826.0,3,3,3,0,146,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2007,WD ,Normal,2007-07-01,False,False,False,1.0,Traditional,0.0,2.0,2.0,1,False,12.428015476267865,42.05230299257608,-93.64365697352228,Fellows
185,905202210,1000,164000,Dwelling_20,RL,87.0,13050,2,0,4,Low,4,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,3,3,CBlock,4,3,3,3,104.0,5,850.0,46.0,1000.0,GasA,5,Y,SBrkr,1000,0,0,1.0,0.0,1,0,1,1,3,4,8,2,3,Attchd,1993.0,Unf,2.0,575.0,3,3,3,238,0,148,0,0,0,0,NoFence,NoMisc,0,April,Yr_2006,WD ,Normal,2006-04-01,False,False,False,1.0,Traditional,1.0,1.0,2.0,43,False,12.007621706806336,42.03214923147222,-93.66717891980689,Sawyer
186,903425190,2486,220000,Dwelling_50,RM,90.0,33120,2,0,1,Lvl,4,Inside,3,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1595.0,1595.0,GasA,3,Y,SBrkr,1611,875,0,0.0,0.0,2,0,5,1,3,8,8,1,4,Detchd,1962.0,Unf,2.0,576.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,October,Yr_2006,WD ,Normal,2006-10-01,False,True,False,1.5,Traditional,0.0,2.0,2.0,44,False,12.301382825334498,42.02695466155664,-93.62286472313644,Meeker
187,535150210,1098,135000,Dwelling_20,RL,74.0,7390,2,0,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,3,3,CBlock,3,3,1,5,902.0,1,0.0,196.0,1098.0,GasA,3,Y,SBrkr,1098,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1955.0,Unf,1.0,260.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2008,WD ,Normal,2008-07-01,False,False,False,1.0,Traditional,1.0,1.0,2.0,53,False,11.813030057420566,42.04218612244898,-93.61728436734694,Meeker
188,535453160,1040,133700,Dwelling_20,RL,70.0,7560,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,369.0,1,0.0,671.0,1040.0,GasA,3,Y,FuseA,1040,0,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,RFn,1.0,286.0,3,3,3,140,0,252,0,0,0,0,GdWo,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,47,False,11.803353763090035,42.036146841115006,-93.6067183929868,Meeker
189,535353130,924,112500,Dwelling_20,RL,66.0,15783,2,0,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,292.0,1,0.0,632.0,924.0,GasA,3,Y,SBrkr,924,0,0,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1952.0,Unf,1.0,420.0,3,3,3,0,324,0,0,0,0,0,MnPrv,Shed,400,June,Yr_2007,WD ,Normal,2007-06-01,False,True,False,1.0,Traditional,0.0,1.0,1.0,55,False,11.630708500626612,42.03456289103087,-93.61907956662776,Meeker
190,535456070,1588,150000,Dwelling_50,RL,60.0,7200,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,6,370.0,1,0.0,398.0,768.0,GasA,4,Y,SBrkr,1024,564,0,0.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1955.0,Unf,2.0,480.0,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2008,WD ,Normal,2008-03-01,False,False,False,1.5,Traditional,0.0,1.5,1.5,41,True,11.918390573078394,42.03473895918367,-93.6077650612245,Meeker
191,908250090,930,99000,Dwelling_20,RL,68.0,9520,2,0,4,Bnk,4,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,3,3,CBlock,4,3,1,3,767.0,1,0.0,144.0,911.0,GasA,3,Y,SBrkr,930,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1953.0,RFn,1.0,286.0,3,3,3,134,0,0,0,0,0,0,MnPrv,Gar2,3000,May,Yr_2008,WD ,Normal,2008-05-01,False,False,False,1.0,Traditional,0.0,1.0,1.0,55,False,11.502875129116727,42.01805245,-93.66655328915088,Edwards
192,527452070,1069,146300,Dwelling_120,RL,53.0,4043,2,0,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,727.0,4,156.0,186.0,1069.0,GasA,4,Y,SBrkr,1069,0,0,0.0,1.0,2,0,2,1,3,4,8,1,1,Attchd,1975.0,RFn,2.0,440.0,3,3,3,0,55,0,0,225,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,True,False,False,1.0,Traditional,0.5,2.0,2.5,31,False,11.893414587008216,42.050471,-93.627279,Fellows
193,902325100,2104,155000,Dwelling_75,RM,70.0,6300,2,0,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1226.0,1226.0,GasA,5,Y,SBrkr,1226,878,0,0.0,0.0,2,0,5,1,3,9,8,0,0,Detchd,1910.0,Unf,2.0,432.0,2,3,2,0,341,88,0,0,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,2006-07-01,False,False,False,2.5,Traditional,0.0,2.0,2.0,1,True,11.951180395901384,42.02906930612245,-93.61532728571429,Meeker
194,921126030,1728,298751,Dwelling_20,RL,79.0,11449,2,0,3,HLS,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1011.0,1,0.0,873.0,1884.0,GasA,5,Y,SBrkr,1728,0,0,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2007.0,Fin,2.0,520.0,3,3,3,0,276,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2008,WD ,Normal,2008-01-01,False,False,False,1.0,Traditional,1.0,2.0,3.0,1,False,12.60736572950259,41.99220133684465,-93.65334056596954,Mitchell
195,905401060,1663,256000,Dwelling_20,RL,74.0,53227,2,0,3,Low,4,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,4,1116.0,1,0.0,248.0,1364.0,GasA,5,Y,SBrkr,1663,0,0,1.0,0.0,1,0,2,1,4,6,7,2,4,Attchd,1954.0,Fin,2.0,529.0,3,3,3,224,137,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2008,WD ,Normal,2008-03-01,False,False,False,1.0,Traditional,1.0,1.0,2.0,14,True,12.4529327234617,42.02864482351206,-93.66624914356966,Edwards
