,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MapRefNo,Prop_Addr,Prop_Addr_Full,geolocation,latitude,longitude
752,903226060,1672,164900,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,Ex,Y,SBrkr,1014,658,0,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,11,0,0,0,0,,GdPrv,,0,7,2008,WD ,Normal,903226060,1209 MARSTON AVE,"1209 MARSTON AVE, Ames, USA","1209, Marston Avenue, Ames, Story County, Iowa, 50010, United States",42.03347295918367,-93.62370485714285
753,923227080,1404,160000,20,RL,83.0,13383,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,594.0,1188.0,GasA,Ex,Y,SBrkr,1404,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Po,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,0,16,0,0,0,0,,,,0,3,2009,WD ,Normal,923227080,3318 JEWEL DR,"3318 JEWEL DR, Ames, USA","Jewel Drive, Ames, Story County, Iowa, 50010, United States",41.9932787,-93.6075634
754,907252060,2184,254750,60,RL,,12334,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2009,WD ,Normal,907252060,4923 HEMINGWAY DR,"4923 HEMINGWAY DR, Ames, USA","4923, Hemingway Drive, Hillside, Ames, Story County, Iowa, 50014, United States",42.01849059534388,-93.68659668498663
755,907252060,2184,254750,60,RL,,12334,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2009,WD ,Normal,907252060,4923 HEMINGWAY DR,"4923 HEMINGWAY DR, Ames, USA","4923, Hemingway Drive, Hillside, Ames, Story County, Iowa, 50014, United States",42.01849059534388,-93.68659668498663
756,528102010,1980,315000,20,RL,129.0,16737,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,GasA,Ex,Y,SBrkr,1980,0,0,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,770.0,TA,TA,Y,194,45,0,0,0,0,,,,0,9,2006,WD ,Normal,528102010,4205 WEMBLEY AVE,"4205 WEMBLEY AVE, Ames, USA","4205, Wembley Avenue, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06176391836735,-93.65861987755102
757,533208040,1241,199900,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,Ex,Y,SBrkr,1241,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,0,,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0,116,0,0,0,0,,,,0,11,2007,New,Partial,533208040,2810 NORTHRIDGE LN,"2810 NORTHRIDGE LN, Ames, USA","2810, Northridge Lane, Somerset, Ames, Story County, Iowa, 50010, United States",42.04769896383669,-93.6466556166478
758,534128090,1610,185000,20,RL,108.0,11358,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,346.0,Unf,0.0,778.0,1124.0,GasA,TA,Y,SBrkr,1610,0,0,0.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1972.0,RFn,2.0,515.0,TA,TA,Y,202,0,0,0,256,0,,,,0,5,2007,WD ,Normal,534128090,2703 PIERCE AVE,"2703 PIERCE AVE, Ames, USA","2703, Pierce Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.04772546508857,-93.63152308199787
759,908103260,1033,165000,85,RL,64.0,12102,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,0,0,0,,,,0,4,2008,WD ,Family,908103260,4117 APLIN RD,"4117 APLIN RD, Ames, USA","4117, Aplin Road, Ames, Story County, Iowa, 50014, United States",42.02000289795919,-93.67364530612245
760,903231180,1322,132000,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,48.0,Unf,0.0,624.0,672.0,GasA,Ex,Y,SBrkr,899,423,0,1.0,0.0,1,0,4,1,TA,7,Typ,0,,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,903231180,1018 CURTISS AVE,"1018 CURTISS AVE, Ames, USA","1018, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.031539081816845,-93.62450668469695
761,533206050,1391,196000,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,156,158,0,0,0,0,,,,0,7,2008,WD ,Normal,533206050,2813 BRISTOL DR,"2813 BRISTOL DR, Ames, USA","2813, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.04748696849148,-93.64765887536495
762,535403280,1306,153000,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,TA,Y,SBrkr,1306,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1.0,756.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,535403280,1640 CARROLL AVE,"1640 CARROLL AVE, Ames, USA","1640, Carroll Avenue, Edgewood Terrace, Ames, Story County, Iowa, 50010, United States",42.03914984821677,-93.60930168616562
763,907192030,1660,195000,60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,144,68,0,0,0,0,,,,0,7,2009,WD ,Normal,907192030,5313 CLEMENS BLVD,"5313 CLEMENS BLVD, Ames, USA","5313, Clemens Boulevard, Bentwood, Ames, Story County, Iowa, 50014, United States",42.01683112623088,-93.68964000369685
764,914465060,1689,271000,20,RL,,13265,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150,59,0,0,0,0,,,,0,7,2008,WD ,Normal,914465060,305 TOPAZ CT,"305 TOPAZ CT, Ames, USA","305, Topaz Court, Ames, Story County, Iowa, 50010, United States",41.99713146754121,-93.6072490569355
765,903228120,904,119000,45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,,,,0,1,2009,WD ,Normal,903228120,1214 ROOSEVELT AVE,"1214 ROOSEVELT AVE, Ames, USA","1214, Roosevelt Avenue, Ames, Story County, Iowa, 50010, United States",42.03356314285715,-93.62241285714285
766,903229040,1118,119900,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793,325,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD ,Normal,903229040,1209 GRAND AVE,"1209 GRAND AVE, Ames, USA","1209, Grand Avenue, Ames, Story County, Iowa, 50010, United States",42.03347219306265,-93.62047117158787
767,535101120,1584,124000,90,RL,65.0,8944,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584,0,0,0.0,0.0,2,0,4,2,TA,8,Mod,0,,Detchd,1967.0,Unf,3.0,792.0,TA,TA,Y,0,152,0,0,0,0,,,,0,4,2009,WD ,Normal,535101120,2718 LUTHER DR,"2718 LUTHER DR, Ames, USA","2718, Luther Drive, Broadmoor, Ames, Story County, Iowa, 50010, United States",42.048325165604545,-93.61985953456579
768,527180040,1341,171500,20,RL,85.0,10176,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341,0,0,1.0,0.0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990.0,Unf,2.0,506.0,TA,TA,Y,192,0,0,0,0,0,,,,0,2,2010,WD ,Normal,527180040,3629 FLETCHER BLVD,"3629 FLETCHER BLVD, Ames, USA","3629, Fletcher Boulevard, Stone Brooke, Ames, Story County, Iowa, 50010, United States",42.057985,-93.634747
769,902110080,1389,135000,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707,682,0,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,0,0,126,0,0,0,,,,0,9,2009,WD ,Normal,902110080,509 9TH ST,"509 9TH ST, Ames, USA","509, 9th Street, Ames, Story County, Iowa, 50010, United States",42.03028234502641,-93.61727963334769
770,902405120,1480,119000,50,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Ex,Y,SBrkr,1044,0,436,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,207.0,Fa,TA,Y,0,0,176,0,0,0,,,,0,9,2009,ConLI,Family,902405120,618 CARROLL AVE,"618 CARROLL AVE, Ames, USA","618, Carroll Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.027279412009655,-93.60867480737409
771,924100070,1389,170000,20,RL,77.0,10010,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,195.0,1389.0,GasA,Gd,Y,SBrkr,1389,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,240,38,0,0,0,0,,,,0,4,2006,WD ,Normal,924100070,3508 JEWEL DR,"3508 JEWEL DR, Ames, USA","3508, Jewel Drive, Ames, Story County, Iowa, 50010, United States",41.99121668853178,-93.60002553480204
772,903454020,819,72000,30,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,Ex,N,FuseA,819,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,9,2006,WD ,Abnorml,903454020,1214 N 3RD ST,"1214 N 3RD ST, Ames, USA","1214, North 3rd Street, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02510471428571,-93.62715557142857
773,527110120,1600,169000,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,916.0,916.0,GasA,Gd,Y,SBrkr,916,684,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,460.0,TA,TA,Y,100,38,0,0,0,0,,,,0,8,2007,WD ,Normal,527110120,2036 WYNGATE DR,"2036 WYNGATE DR, Ames, USA","Wyngate Drive, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.0607983,-93.6364315
774,902136110,1080,95000,50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,,,,0.0,0.0,,,N,0,165,30,0,0,0,,,,0,9,2008,WD ,Normal,902136110,111 9TH ST,"111 9TH ST, Ames, USA","111, 9th Street, Historic Old Town, Ames, Story County, Iowa, 50010, United States",42.03024178915276,-93.61083832613981
775,907130060,1200,177500,20,RL,105.0,11249,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322.0,1200.0,GasA,Ex,Y,SBrkr,1200,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,0,26,0,0,0,0,,,,0,8,2007,WD ,Normal,907130060,5250 SCHUBERT ST,"5250 SCHUBERT ST, Ames, USA","5250, Schubert Street, Bentwood, Ames, Story County, Iowa, 50014, United States",42.021200447533985,-93.68889377734922
776,526350040,896,105000,20,RH,80.0,11622,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,GasA,TA,Y,SBrkr,896,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1.0,730.0,TA,TA,Y,140,0,0,0,120,0,,MnPrv,,0,6,2010,WD ,Normal,526350040,3109 GROVE AVE,"3109 GROVE AVE, Ames, USA","3109, Grove Avenue, Overland Heights, Ames, Story County, Iowa, 50010, United States",42.052806,-93.619783
777,535352090,793,113000,30,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,Y,SBrkr,793,0,0,1.0,0.0,1,0,2,1,Fa,4,Typ,0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,535352090,425 15TH ST,"425 15TH ST, Ames, USA","425, 15th Street, Ames, Story County, Iowa, 50010, United States",42.037115346938776,-93.61603242857143
778,907295100,1838,185000,90,RM,83.0,10126,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1998.0,Unf,3.0,721.0,TA,TA,Y,160,67,0,0,0,0,,,,0,7,2008,WD ,Abnorml,907295100,4551 TWAIN CIR,"4551 TWAIN CIR, Ames, USA","4551, Twain Circle, Ames, Story County, Iowa, 50014, United States",42.01627970148097,-93.68062111909747
779,528431060,1563,245000,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144,99,0,0,0,0,,,,0,10,2008,WD ,Normal,528431060,2515 DALTON ST,"2515 DALTON ST, Ames, USA","2515, Dalton Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05431157972937,-93.64253480339607
780,535126040,1888,190000,20,RL,137.0,16492,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247.0,Rec,713.0,557.0,1517.0,GasA,Ex,Y,SBrkr,1888,0,0,0.0,0.0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2.0,578.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,535126040,2613 DUFF AVE,"2613 DUFF AVE, Ames, USA","2613, Duff Avenue, Ames, Story County, Iowa, 50010, United States",42.047395443263106,-93.6142805154145
781,534477110,1668,140000,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,0.0,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,0,0.0,0.0,1,1,3,1,TA,6,Min2,0,,Attchd,1950.0,Unf,1.0,271.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD ,Normal,534477110,1411 ROOSEVELT AVE,"1411 ROOSEVELT AVE, Ames, USA","1411, Roosevelt Avenue, Ames, Story County, Iowa, 50010, United States",42.03598415118583,-93.62268006475738
782,528222010,2373,258000,60,RL,96.0,11631,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,,,,0,6,2006,New,Partial,528222010,4106 WELBECK DR,"4106 WELBECK DR, Ames, USA","4106, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06162825548448,-93.643988570908
783,923203010,936,140000,120,RM,62.0,6710,Pave,,IR1,Lvl,AllPub,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,TA,TA,PConc,Ex,TA,Av,Rec,16.0,GLQ,904.0,0.0,920.0,GasA,Ex,Y,SBrkr,936,0,0,2.0,0.0,0,1,0,1,TA,3,Typ,0,,Attchd,1996.0,Fin,2.0,460.0,TA,TA,Y,0,40,0,0,0,0,,,,0,6,2007,WD ,Normal,923203010,3302 EMERALD DR,"3302 EMERALD DR, Ames, USA","3302, Emerald Drive, Ames, Story County, Iowa, 50010, United States",41.99323482050913,-93.60816040856515
784,535154060,1329,176000,20,RL,,12285,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1960.0,Unf,2.0,441.0,TA,TA,Y,0,0,203,0,0,0,,,,0,8,2009,WD ,Normal,535154060,2215 KELLOGG AVE,"2215 KELLOGG AVE, Ames, USA","2215, Kellogg Avenue, Broadmoor, Ames, Story County, Iowa, 50010, United States",42.04410238605175,-93.61493435062951
785,533125120,2826,334000,60,RL,105.0,11025,Pave,,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,Ex,Y,SBrkr,1520,1306,0,1.0,0.0,2,1,3,1,Gd,9,Typ,3,TA,Attchd,1992.0,RFn,3.0,888.0,TA,TA,Y,177,208,186,0,0,0,,,,0,10,2006,WD ,Normal,533125120,3130 GREENWOOD RD,"3130 GREENWOOD RD, Ames, USA","3130, Greenwood Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.04859977363349,-93.65367775597777
786,902301150,1017,114000,50,RM,69.0,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,,,,0,5,2008,WD ,Normal,902301150,830 WILSON AVE,"830 WILSON AVE, Ames, USA","830, Wilson Avenue, North Old Town, Ames, Story County, Iowa, 50010, United States",42.02932957142857,-93.61826685714286
787,533250160,1719,324000,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,Unf,0.0,100.0,1719.0,GasA,Ex,Y,SBrkr,1719,0,0,2.0,0.0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,TA,Y,122,30,0,0,0,0,,,,0,5,2008,Con,Normal,533250160,2878 GREENSBORO CIR,"2878 GREENSBORO CIR, Ames, USA","2878, Greensboro Circle, Arbor on the Green, Ames, Story County, Iowa, 50010, United States",42.044657567685334,-93.64823284612062
